"Call No","Taken Date","Closed Date","Closed Year","Days With APT","Days With Customer","Total Days","Chargeable","Project Work","Quote Time","Quote Amount","Time Hours Estimated","Time Hours Total","Net Time"
"168815","2015-08-27","2015-09-23","2015","1","18","19","N","N","0","0","0.00","0.73","-1"
"168816","2015-08-27","2015-10-02","2015","26","0","26","N","","0","0","0.00","0.00","0"
"168817","2015-08-28","2015-11-18","2015","50","8","58","Y","","3","300","2.00","3.82","-2"
"168818","2015-08-28","2015-08-28","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168819","2015-08-28","2015-08-28","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168820","2015-08-28","2015-09-01","2015","0","2","2","U","","0","0","0.00","0.50","-0"
"168821","2015-08-28","2015-08-28","2015","0","0","0","U","","0","0","0.00","0.75","-1"
"168822","2015-08-28","2015-10-28","2015","35","8","43","B","N","2","220","1.00","1.66","-1"
"168823","2015-08-28","2015-09-01","2015","1","1","2","U","","0","0","0.00","0.00","0"
"168825","2015-08-28","2015-09-14","2015","11","0","11","N","N","0","0","0.00","0.00","0"
"168826","2015-08-28","2015-08-28","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168827","2015-08-28","2015-09-02","2015","2","1","3","N","N","0","0","0.00","0.25","-0"
"168828","2015-08-28","2015-09-24","2015","1","18","19","N","N","0","0","0.00","0.00","0"
"168829","2015-08-28","2015-08-28","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168830","2015-08-28","2016-02-03","2016","51","62","113","Y","N","2","220","1.00","1.24","-0"
"168831","2015-08-31","2015-09-02","2015","0","2","2","U","","0","0","0.00","2.08","-2"
"168832","2015-08-31","2015-11-11","2015","23","29","52","Y","","1","100","1.00","2.33","-1"
"168833","2015-08-31","2015-09-01","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"168834","2015-08-31","2015-09-01","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"168835","2015-08-31","2016-02-03","2016","104","8","112","R","","1","125","1.00","1.50","-0"
"168836","2015-08-31","2015-09-01","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"168837","2015-08-31","2015-09-01","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"168838","2015-09-01","2015-09-23","2015","9","7","16","U","","0","0","0.00","0.33","-0"
"168839","2015-09-01","2015-09-02","2015","0","1","1","U","","0","0","0.00","0.91","-1"
"168840","2015-09-01","2015-11-18","2015","3","53","56","U","","0","0","0.00","2.41","-2"
"168841","2015-09-01","2015-11-10","2015","11","39","50","U","","0","0","0.00","0.75","-1"
"168843","2015-09-01","2015-09-01","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168844","2015-09-01","2016-01-06","2016","54","37","91","Y","","2","200","1.00","1.41","-0"
"168845","2015-09-01","2016-02-10","2016","48","68","116","U","","0","0","0.00","2.48","-2"
"168853","2015-09-01","2015-11-03","2015","45","0","45","U","","0","0","0.00","0.24","-0"
"168854","2015-09-02","2015-09-08","2015","2","2","4","U","","0","0","0.00","2.50","-2"
"168855","2015-09-02","2015-09-14","2015","2","6","8","U","","0","0","0.00","0.49","-0"
"168856","2015-09-02","2015-09-10","2015","2","4","6","U","","0","0","0.00","0.50","-0"
"168857","2015-09-02","2015-09-03","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"168858","2015-09-02","2015-09-02","2015","0","0","0","N","N","0","0","0.00","0.16","-0"
"168859","2015-09-02","2016-04-20","2016","65","31","96","Y","N","1","110","1.00","5.32","-4"
"168860","2015-09-02","2015-09-21","2015","13","0","13","U","","0","0","0.00","0.33","-0"
"168861","2015-09-02","2015-09-03","2015","0","1","1","U","","0","0","0.00","0.00","0"
"168862","2015-09-02","2015-10-13","2015","21","8","29","Y","N","2","220","1.00","2.00","-1"
"168864","2015-09-02","2015-11-11","2015","18","32","50","N","N","0","0","0.00","0.50","-0"
"168865","2015-09-02","2015-10-08","2015","19","7","26","B","N","3","330","2.00","5.33","-3"
"168866","2015-09-02","2016-01-20","2016","95","5","100","Y","","3","302","1.00","1.32","-0"
"168867","2015-09-03","2015-10-06","2015","19","4","23","U","","0","0","0.00","0.50","-0"
"168868","2015-09-03","2015-09-17","2015","7","3","10","U","","0","0","0.00","3.33","-3"
"168869","2015-09-03","2015-11-12","2015","26","20","46","N","N","0","0","0.00","9.15","-9"
"168870","2015-09-03","2015-09-15","2015","6","2","8","U","","0","0","0.00","1.00","-1"
"168871","2015-09-03","2015-10-21","2015","2","32","34","N","N","0","0","0.00","0.50","-0"
"168872","2015-09-03","2016-01-06","2016","49","40","89","Y","N","5","550","3.00","3.24","-0"
"168873","2015-09-03","2016-01-20","2016","63","36","99","U","N","0","0","0.00","1.16","-1"
"168874","2015-09-03","2015-09-22","2015","8","5","13","U","","0","0","0.00","0.83","-1"
"168875","2015-09-04","2015-09-17","2015","6","3","9","U","","0","0","0.00","1.58","-2"
"168876","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.41","-0"
"168877","2015-09-04","2015-11-10","2015","5","42","47","U","","0","0","0.00","5.59","-6"
"168878","2015-09-04","2015-10-21","2015","33","0","33","N","","0","0","0.00","1.05","-1"
"168881","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168882","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168883","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168884","2015-09-04","2015-10-12","2015","25","1","26","R","","2","250","1.00","3.37","-2"
"168885","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168886","2015-09-04","2015-10-09","2015","20","5","25","R","","2","200","1.00","0.58","0"
"168887","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.75","-1"
"168888","2015-09-04","2015-09-10","2015","0","4","4","U","","0","0","0.00","1.33","-1"
"168890","2015-09-04","2015-11-25","2015","0","58","58","N","N","0","0","0.00","0.49","-0"
"168891","2015-09-04","2015-09-04","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"168892","2015-09-04","2015-09-15","2015","7","0","7","Y","Y","0","1,914","0.00","0.00","0"
"168893","2015-09-04","2015-11-26","2015","12","47","59","Y","","1","110","1.00","1.25","-0"
"168894","2015-09-04","2015-10-12","2015","26","0","26","U","Y","0","0","0.00","0.00","0"
"168895","2015-09-04","2015-09-09","2015","3","0","3","Y","N","0","173","0.00","0.00","0"
"168896","2015-09-06","2015-09-17","2015","7","2","9","N","N","0","0","0.00","0.90","-1"
"168897","2015-09-07","2015-09-10","2015","0","3","3","N","N","0","0","0.00","0.00","0"
"168898","2015-09-07","2015-10-28","2015","2","35","37","U","","0","0","0.00","4.66","-5"
"168928","2015-09-07","2015-09-15","2015","5","1","6","N","N","0","0","0.00","3.50","-4"
"168929","2015-09-07","2015-11-11","2015","6","41","47","N","N","0","0","0.00","1.99","-2"
"168930","2015-09-07","2015-09-09","2015","2","0","2","Y","N","0","375","0.00","0.00","0"
"168931","2015-09-07","2015-10-21","2015","0","32","32","U","","0","0","0.00","0.50","-0"
"168933","2015-09-07","2015-09-07","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168934","2015-09-07","2015-10-15","2015","11","17","28","Y","N","2","220","0.00","0.50","-0"
"168935","2015-09-08","2015-09-08","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"168936","2015-09-08","2015-09-08","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"168937","2015-09-08","2015-09-10","2015","1","1","2","N","N","0","0","0.00","0.33","-0"
"168938","2015-09-08","2015-09-08","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168940","2015-09-08","2016-01-13","2016","0","91","91","N","N","0","0","0.00","0.32","-0"
"168941","2015-09-08","2015-09-08","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168942","2015-09-08","2015-09-08","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"168944","2015-09-08","2015-09-09","2015","1","0","1","Y","","0","0","0.00","0.00","0"
"168946","2015-09-08","2015-09-23","2015","4","7","11","U","","0","0","0.00","3.08","-3"
"168947","2015-09-08","2015-09-09","2015","0","1","1","U","","0","0","0.00","0.91","-1"
"168949","2015-09-08","2015-09-22","2015","0","10","10","N","N","0","0","0.00","0.50","-0"
"168950","2015-09-08","2016-05-04","2016","171","0","171","N","","0","0","0.00","0.58","-1"
"168951","2015-09-08","2015-11-25","2015","56","0","56","N","","0","0","0.00","0.00","0"
"168952","2015-09-09","2015-09-10","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"168953","2015-09-09","2015-10-28","2015","11","24","35","N","N","0","0","0.00","0.75","-1"
"168954","2015-09-09","2015-09-10","2015","1","0","1","N","N","0","0","0.00","0.00","0"
"168955","2015-09-09","2015-09-15","2015","1","3","4","U","","0","0","0.00","0.08","-0"
"168956","2015-09-09","2015-12-11","2015","26","41","67","Y","N","3","330","2.00","0.74","1"
"168957","2015-09-09","2016-04-04","2016","51","46","97","Y","","12","1,320","0.00","0.00","0"
"168959","2015-09-09","2015-09-11","2015","2","0","2","Y","N","0","250","0.00","0.00","0"
"168960","2015-09-09","2015-10-26","2015","3","30","33","Y","","6","660","0.00","0.00","0"
"168961","2015-09-09","2016-02-01","2016","36","67","103","Y","","8","880","0.00","10.91","-11"
"168962","2015-09-09","2016-01-20","2016","77","18","95","N","N","0","0","0.00","3.63","-4"
"168963","2015-09-09","2015-10-07","2015","1","19","20","U","N","0","0","0.00","0.50","-0"
"168964","2015-09-09","2015-09-29","2015","1","13","14","U","","0","0","0.00","0.83","-1"
"168965","2015-09-09","2015-09-11","2015","0","2","2","U","","0","0","0.00","0.83","-1"
"168966","2015-09-09","2015-11-04","2015","6","34","40","U","","0","0","0.00","0.75","-1"
"168967","2015-09-09","2015-09-14","2015","3","0","3","N","N","0","0","0.00","0.00","0"
"168968","2015-09-10","2015-11-04","2015","21","18","39","N","N","0","0","0.00","0.58","-1"
"168969","2015-09-10","2015-10-16","2015","0","26","26","U","","0","0","0.00","0.00","0"
"168970","2015-09-10","2015-10-27","2015","6","27","33","U","","0","0","0.00","1.66","-2"
"168971","2015-09-10","2016-01-13","2016","0","89","89","N","","0","0","0.00","0.50","-0"
"168972","2015-09-10","2015-10-15","2015","1","24","25","N","N","0","0","0.00","0.66","-1"
"168973","2015-09-10","2015-09-14","2015","2","0","2","N","N","0","0","0.00","0.58","-1"
"168974","2015-09-10","2015-09-11","2015","245","0","245","U","","0","0","0.00","0.83","-1"
"168975","2015-09-10","2015-09-15","2015","2","1","3","U","","0","0","0.00","1.24","-1"
"168976","2015-09-10","2015-10-13","2015","17","6","23","Y","N","3","330","2.00","3.41","-1"
"168977","2015-09-10","2015-10-08","2015","1","19","20","N","N","0","0","0.00","0.00","0"
"168978","2015-09-10","2015-09-15","2015","3","0","3","U","","0","0","0.00","1.00","-1"
"168979","2015-09-10","2015-11-13","2015","44","2","46","U","","0","0","0.00","9.30","-9"
"168980","2015-09-10","2015-09-10","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"168981","2015-09-10","2015-09-18","2015","3","3","6","U","","0","0","0.00","0.50","-0"
"168985","2015-09-11","2015-09-14","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"168986","2015-09-11","2015-09-11","2015","0","0","0","U","","0","0","0.00","0.00","0"
"168987","2015-09-11","2015-11-11","2015","19","24","43","U","","0","0","0.00","6.33","-6"
"168988","2015-09-11","2016-01-11","2016","63","23","86","Y","N","0","930","7.50","13.82","-6"
"168989","2015-09-11","2015-10-14","2015","0","23","23","N","N","0","0","0.00","0.83","-1"
"168990","2015-09-11","2015-09-11","2015","0","0","0","","N","0","0","0.00","0.00","0"
"168991","2015-09-11","2015-09-11","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168992","2015-09-11","2015-09-15","2015","0","2","2","N","N","0","0","0.00","0.50","-0"
"168993","2015-09-11","2015-09-11","2015","0","0","0","U","","0","0","0.00","0.50","-0"
"168994","2015-09-11","2015-09-23","2015","8","0","8","U","","0","0","0.00","4.66","-5"
"168995","2015-09-11","2015-09-14","2015","0","1","1","U","","0","0","0.00","0.16","-0"
"168996","2015-09-13","2015-09-21","2015","4","2","6","U","","0","0","0.00","0.50","-0"
"168997","2015-09-13","2015-09-22","2015","2","5","7","U","","0","0","0.00","0.82","-1"
"168998","2015-09-14","2015-10-16","2015","0","24","24","U","","0","0","0.00","0.50","-0"
"168999","2015-09-14","2015-09-23","2015","7","0","7","U","","0","0","0.00","0.25","-0"
"169006","2015-09-14","2015-09-16","2015","1","1","2","N","N","0","0","0.00","1.25","-1"
"169007","2015-09-14","2015-10-01","2015","13","0","13","N","N","0","0","0.00","0.25","-0"
"169008","2015-09-14","2015-09-15","2015","1","0","1","N","N","0","0","0.00","0.08","-0"
"169009","2015-09-14","2015-10-13","2015","20","1","21","Y","","0","750","0.00","0.50","-0"
"169010","2015-09-14","2015-09-15","2015","1","0","1","Y","N","0","445","0.00","0.00","0"
"169011","2015-09-14","2015-11-04","2015","1","36","37","N","N","0","0","0.00","1.00","-1"
"169012","2015-09-14","2015-09-14","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169013","2015-09-14","2015-09-15","2015","0","1","1","N","N","0","0","0.00","0.74","-1"
"169014","2015-09-14","2015-09-16","2015","1","1","2","N","N","0","0","0.00","0.16","-0"
"169015","2015-09-14","2015-09-22","2015","0","6","6","Y","N","4","400","0.00","0.00","0"
"169018","2015-09-14","2015-09-14","2015","0","0","0","U","","0","0","0.00","1.33","-1"
"169019","2015-09-14","2015-10-02","2015","3","10","13","N","N","0","0","0.00","1.07","-1"
"169020","2015-09-14","2015-09-15","2015","0","1","1","N","N","0","0","0.00","1.00","-1"
"169021","2015-09-14","2015-09-15","2015","0","1","1","N","N","0","0","0.00","0.00","0"
"169022","2015-09-14","2015-09-15","2015","1","0","1","U","","0","0","0.00","2.00","-2"
"169023","2015-09-14","2015-10-08","2015","18","0","18","N","N","0","0","0.00","1.74","-2"
"169024","2015-09-14","2015-09-15","2015","0","1","1","N","N","0","0","0.00","0.74","-1"
"169025","2015-09-14","2015-10-01","2015","7","6","13","U","","0","0","0.00","4.00","-4"
"169026","2015-09-14","2016-01-27","2016","8","89","97","R","N","0","350","0.00","0.25","-0"
"169027","2015-09-14","2015-12-08","2015","42","19","61","N","N","0","0","0.00","0.16","-0"
"169028","2015-09-14","2015-11-04","2015","2","35","37","N","N","0","0","0.00","0.49","-0"
"169029","2015-09-15","2015-09-21","2015","3","1","4","U","","0","0","0.00","0.00","0"
"169030","2015-09-15","2015-09-16","2015","0","1","1","U","","0","0","0.00","0.50","-0"
"169031","2015-09-15","2015-09-30","2015","9","2","11","U","","0","0","0.00","0.00","0"
"169032","2015-09-15","2015-10-06","2015","0","15","15","U","","0","0","0.00","0.00","0"
"169033","2015-09-15","2015-11-04","2015","35","1","36","U","","0","0","0.00","0.99","-1"
"169034","2015-09-15","2015-11-11","2015","18","23","41","N","N","0","0","0.00","4.00","-4"
"169035","2015-09-15","2015-10-06","2015","1","14","15","N","N","0","0","0.00","0.00","0"
"169036","2015-09-15","2015-11-04","2015","13","23","36","N","N","0","0","0.00","3.99","-4"
"169037","2015-09-15","2015-09-15","2015","0","0","0","U","","0","0","0.00","0.08","-0"
"169038","2015-09-15","2015-11-26","2015","47","5","52","N","N","0","0","0.00","0.49","-0"
"169039","2015-09-15","2015-09-18","2015","0","3","3","U","","0","0","0.00","0.33","-0"
"169040","2015-09-15","2015-10-07","2015","16","0","16","N","N","0","0","0.00","0.16","-0"
"169041","2015-09-15","2015-09-17","2015","1","1","2","N","N","0","0","0.00","0.25","-0"
"169042","2015-09-15","2015-09-18","2015","3","0","3","N","N","0","0","0.00","0.08","-0"
"169043","2015-09-15","2015-09-18","2015","3","0","3","U","","0","0","0.00","0.74","-1"
"169044","2015-09-15","2015-09-18","2015","1","2","3","N","N","0","0","0.00","1.50","-2"
"169045","2015-09-15","2015-09-16","2015","1","0","1","N","N","0","0","0.00","0.33","-0"
"169046","2015-09-15","2015-09-16","2015","0","1","1","U","","0","0","0.00","0.25","-0"
"169047","2015-09-15","2016-05-11","2016","137","34","171","Y","Y","0","7,500","0.00","10.66","-11"
"169048","2015-09-15","2015-09-17","2015","2","0","2","N","N","0","0","0.00","0.08","-0"
"169052","2015-09-15","2015-12-10","2015","30","32","62","N","N","0","0","0.00","0.25","-0"
"169053","2015-09-15","2015-09-23","2015","3","3","6","U","","0","0","0.00","0.41","-0"
"169054","2015-09-16","2015-09-16","2015","0","0","0","N","N","0","0","0.00","0.41","-0"
"169055","2015-09-16","2016-04-27","2016","125","35","160","N","N","0","0","0.00","7.08","-7"
"169056","2015-09-16","2015-11-12","2015","3","38","41","N","N","0","0","0.00","0.99","-1"
"169057","2015-09-16","2015-09-16","2015","0","0","0","U","","0","0","0.00","0.33","-0"
"169058","2015-09-16","2016-03-14","2016","128","0","128","N","N","0","0","0.00","0.32","-0"
"169059","2015-09-16","2015-09-23","2015","5","232","237","U","Y","0","0","0.00","0.00","0"
"169060","2015-09-16","2015-09-16","2015","0","0","0","U","","0","0","0.00","0.25","-0"
"169061","2015-09-16","2016-04-14","2016","112","67","179","Y","N","6","720","4.00","10.25","-6"
"169062","2015-09-16","2016-04-08","2016","180","1","181","Y","N","9","990","6.00","15.83","-10"
"169063","2015-09-16","2016-02-03","2016","4","96","100","N","N","0","0","0.00","1.83","-2"
"169064","2015-09-16","2015-09-29","2015","1","8","9","U","","0","0","0.00","0.00","0"
"169065","2015-09-16","2015-09-17","2015","0","1","1","U","","0","0","0.00","2.00","-2"
"169066","2015-09-16","2015-09-28","2015","8","0","8","N","N","0","0","0.00","0.08","-0"
"169067","2015-09-16","2015-11-25","2015","13","37","50","N","N","0","0","0.00","0.58","-1"
"169068","2015-09-16","2015-09-16","2015","0","0","0","","N","0","0","0.00","0.00","0"
"169069","2015-09-16","2015-12-16","2015","28","37","65","N","N","0","0","0.00","0.00","0"
"169070","2015-09-17","2015-09-17","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169071","2015-09-17","2016-03-14","2016","115","12","127","N","N","0","0","0.00","0.58","-1"
"169072","2015-09-17","2016-03-30","2016","96","43","139","B","N","1","101","1.00","0.16","1"
"169073","2015-09-17","2016-04-20","2016","29","125","154","Y","","66","4,125","6.00","5.33","1"
"169075","2015-09-17","2016-01-04","2016","77","0","77","N","Y","0","0","0.00","0.00","0"
"169077","2015-09-17","2016-01-06","2016","79","0","79","N","Y","0","0","0.00","1.00","-1"
"169078","2015-09-17","2015-09-21","2015","0","2","2","N","N","0","0","0.00","0.00","0"
"169079","2015-09-17","2015-12-10","2015","60","0","60","N","Y","0","0","0.00","0.00","0"
"169082","2015-09-17","2015-09-21","2015","0","2","2","U","","0","0","0.00","1.16","-1"
"169083","2015-09-17","2015-09-18","2015","0","1","1","N","N","0","0","0.00","0.08","-0"
"169084","2015-09-18","2015-09-22","2015","0","2","2","U","","0","0","0.00","0.00","0"
"169085","2015-09-18","2016-02-03","2016","59","39","98","Y","","4","500","4.00","7.75","-4"
"169086","2015-09-18","2015-09-18","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169087","2015-09-18","2015-09-18","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169088","2015-09-18","2015-10-06","2015","0","12","12","U","","0","0","0.00","0.00","0"
"169090","2015-09-18","2015-09-18","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169091","2015-09-18","2015-09-22","2015","2","0","2","Y","","0","0","0.00","0.00","0"
"169092","2015-09-18","2015-09-18","2015","0","0","0","N","","0","0","0.00","0.00","0"
"169093","2015-09-18","2015-09-18","2015","0","0","0","N","","0","0","0.00","0.00","0"
"169095","2015-09-18","2015-09-18","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169096","2015-09-18","2015-12-21","2015","180","29","209","Y","N","1","110","1.00","0.50","0"
"169098","2015-09-18","2015-09-22","2015","2","0","2","U","","0","0","0.00","0.99","-1"
"169099","2015-09-21","2016-01-13","2016","49","33","82","N","N","0","0","0.00","0.50","-0"
"169100","2015-09-21","2015-10-30","2015","25","4","29","N","N","0","0","0.00","0.00","0"
"169101","2015-09-21","2015-09-21","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169102","2015-09-21","2015-11-10","2015","25","11","36","R","","3","375","2.00","0.00","2"
"169103","2015-09-21","2015-11-04","2015","14","18","32","N","N","0","0","0.00","0.16","-0"
"169110","2015-09-21","2015-09-21","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169111","2015-09-21","2015-10-15","2015","17","1","18","N","N","0","0","0.00","0.00","0"
"169114","2015-09-21","2015-09-26","2015","4","1","5","N","N","0","0","0.00","0.00","0"
"169116","2015-09-21","2015-10-05","2015","10","220","230","Y","N","3","330","2.00","2.00","0"
"169118","2015-09-22","2015-10-29","2015","4","23","27","N","N","0","0","0.00","0.00","0"
"169119","2015-09-22","2015-09-22","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169120","2015-09-22","2015-09-28","2015","3","1","4","N","N","0","0","0.00","0.33","-0"
"169121","2015-09-22","2015-09-23","2015","0","1","1","U","","0","0","0.00","0.00","0"
"169122","2015-09-22","2015-10-19","2015","13","6","19","Y","N","3","302","2.00","5.25","-3"
"169124","2015-09-22","2015-11-12","2015","6","31","37","N","N","0","0","0.00","0.00","0"
"169125","2015-09-22","2015-09-24","2015","0","2","2","N","N","0","0","0.00","0.00","0"
"169127","2015-09-22","2015-09-30","2015","0","6","6","N","N","0","0","0.00","0.00","0"
"169128","2015-09-22","2015-09-22","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169129","2015-09-22","2015-09-24","2015","2","0","2","N","N","0","0","0.00","0.58","-1"
"169130","2015-09-22","2016-02-03","2016","64","32","96","N","N","0","0","0.00","0.41","-0"
"169131","2015-09-22","2015-09-22","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169132","2015-09-22","2015-09-22","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169133","2015-09-22","2016-01-06","2016","4","72","76","R","N","0","0","0.00","0.91","-1"
"169134","2015-09-22","2015-10-09","2015","13","0","13","N","N","0","0","0.00","0.50","-0"
"169135","2015-09-22","2015-09-22","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169136","2015-09-22","2015-09-30","2015","6","0","6","Y","N","2","220","0.00","1.75","-2"
"169137","2015-09-23","2015-10-21","2015","0","20","20","N","N","0","0","0.00","0.50","-0"
"169138","2015-09-23","2015-12-01","2015","36","13","49","F","","3","302","0.00","1.66","-2"
"169139","2015-09-23","2015-10-01","2015","1","5","6","U","","0","0","0.00","0.00","0"
"169140","2015-09-23","2015-09-23","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169141","2015-09-23","2015-11-25","2015","5","40","45","N","N","0","0","0.00","5.49","-5"
"169142","2015-09-23","2016-01-13","2016","15","65","80","Y","Y","0","375","0.00","1.46","-1"
"169143","2015-09-23","2015-09-23","2015","0","0","0","Y","N","0","500","0.00","0.00","0"
"169144","2015-09-23","2015-11-05","2015","0","31","31","N","N","0","0","0.00","0.66","-1"
"169145","2015-09-23","2015-09-23","2015","0","0","0","Y","N","0","8,000","0.00","0.00","0"
"169146","2015-09-23","2015-11-25","2015","2","43","45","N","N","0","0","0.00","0.25","-0"
"169147","2015-09-23","2015-09-24","2015","1","0","1","N","N","0","0","0.00","0.16","-0"
"169148","2015-09-23","2015-10-19","2015","3","15","18","N","N","0","0","0.00","0.00","0"
"169149","2015-09-23","2015-09-28","2015","2","1","3","U","","0","0","0.00","0.83","-1"
"169150","2015-09-24","2015-10-29","2015","3","22","25","U","","0","0","0.00","0.00","0"
"169151","2015-09-24","2015-11-25","2015","4","40","44","U","","0","0","0.00","0.75","-1"
"169152","2015-09-24","2016-04-06","2016","42","132","174","N","","0","0","0.00","0.16","-0"
"169153","2015-09-24","2015-09-24","2015","0","0","0","U","","0","0","0.00","0.00","0"
"169154","2015-09-24","2015-09-24","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169155","2015-09-24","2015-11-09","2015","12","20","32","N","N","0","0","0.00","0.49","-0"
"169156","2015-09-24","2015-09-24","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169157","2015-09-24","2015-10-19","2015","17","0","17","U","","0","0","0.00","2.83","-3"
"169159","2015-09-24","2015-10-01","2015","5","224","229","N","N","0","0","0.00","1.00","-1"
"169160","2015-09-24","2015-09-30","2015","1","3","4","N","N","0","0","0.00","2.49","-2"
"169161","2015-09-24","2015-09-25","2015","1","0","1","N","N","0","0","0.00","0.50","-0"
"169163","2015-09-24","2015-09-24","2015","0","0","0","N","N","0","0","0.00","0.50","-0"
"169164","2015-09-24","2015-09-24","2015","0","0","0","N","N","0","0","0.00","0.25","-0"
"169166","2015-09-24","2016-03-29","2016","133","0","133","U","","0","0","0.00","229.00","-229"
"169167","2015-09-24","2015-09-28","2015","0","2","2","U","","0","0","0.00","0.74","-1"
"169168","2015-09-24","2015-09-27","2015","1","0","1","N","N","0","0","0.00","0.49","-0"
"169169","2015-09-24","2015-11-11","2015","1","33","34","N","N","0","0","0.00","0.50","-0"
"169170","2015-09-25","2015-09-25","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169171","2015-09-25","2015-09-25","2015","0","0","0","U","","0","0","0.00","0.41","-0"
"169172","2015-09-25","2016-03-30","2016","88","45","133","B","N","3","201","2.00","4.15","-2"
"169173","2015-09-25","2015-11-25","2015","9","34","43","U","Y","0","0","0.00","0.16","-0"
"169174","2015-09-25","2015-10-22","2015","0","19","19","N","N","0","0","0.00","0.58","-1"
"169175","2015-09-25","2015-11-25","2015","3","40","43","N","N","0","0","0.00","0.66","-1"
"169176","2015-09-25","2015-10-19","2015","16","0","16","N","N","0","0","0.00","0.16","-0"
"169177","2015-09-28","2015-10-01","2015","3","0","3","N","N","0","0","0.00","0.50","-0"
"169178","2015-09-28","2015-11-11","2015","0","32","32","N","N","0","0","0.00","0.00","0"
"169179","2015-09-28","2015-11-18","2015","1","36","37","N","N","0","0","0.00","0.16","-0"
"169180","2015-09-28","2015-11-09","2015","2","28","30","N","N","0","0","0.00","1.08","-1"
"169181","2015-09-28","2015-09-30","2015","1","1","2","U","Y","0","0","0.00","0.00","0"
"169182","2015-09-28","2015-10-28","2015","21","1","22","Y","N","2","220","1.00","1.74","-1"
"169183","2015-09-28","2015-11-04","2015","14","13","27","N","N","0","0","0.00","0.91","-1"
"169184","2015-09-28","2015-10-02","2015","2","2","4","U","","0","0","0.00","0.41","-0"
"169185","2015-09-28","2015-09-29","2015","0","1","1","N","N","0","0","0.00","0.25","-0"
"169186","2015-09-28","2015-10-28","2015","21","1","22","N","N","0","0","0.00","3.24","-3"
"169188","2015-09-28","2015-09-28","2015","0","0","0","N","N","0","0","0.00","0.00","0"
"169189","2015-09-28","2016-01-18","2016","59","21","80","Y","","2","220","0.00","4.25","-4"
"169190","2015-09-28","2015-10-06","2015","1","5","6","U","","0","0","0.00","0.25","-0"
"169191","2015-09-28","2015-10-01","2015","3","0","3","N","N","0","0","0.00","0.25","-0"
"169192","2015-09-28","2015-09-29","2015","1","0","1","N","N","0","0","0.00","0.16","-0"
"169193","2015-09-28","2015-11-09","2015","3","27","30","U","","0","0","0.00","1.07","-1"
"169194","2015-09-28","2015-11-11","2015","32","0","32","Y","Y","0","30,151","0.00","0.00","0"
"169195","2015-09-28","2015-12-02","2015","47","0","47","Y","Y","0","15,075","0.00","0.00","0"
"169196","2015-09-28","2015-11-11","2015","32","0","32","Y","Y","0","6,281","0.00","0.00","0"
"169197","2015-09-28","2016-03-22","2016","126","0","126","Y","Y","0","6,281","0.00","0.00","0"
"169201","2015-09-28","2016-04-25","2016","150","0","150","Y","N","0","0","0.00","0.00","0"
